ConnectionState,CpuUtilization,DnsServerList,Hostname,IpAddress,OperatingSystem,GuestState,MemCapacity,MemUsed,MemoryUtilization,vmMoid,Name,ObjectType,PowerState,vCPU_Capacity,vCPU_Used,hostMoid,hostName
connected,0,[],ubuntu,,Ubuntu Linux (64-bit),NotRunning,4294967296,0,0,670686c0736c6f301f73d566,vm-DEF-SR149,virtualization.VmwareVirtualMachine,PoweredOff,4788,0,670686b5736c6f301f73d142,172.16.10.22
connected,0,[],,,Microsoft Windows 10 (64-bit),NotRunning,2147483648,0,0,670686c0736c6f301f73d560,Windows10-VDI-Test2-DHCP,virtualization.VmwareVirtualMachine,PoweredOff,4788,0,670686b5736c6f301f73d142,172.16.10.22
connected,3.2477026,['172.16.10.100'],gitab,172.16.10.130,CoreOS Linux (64-bit),Running,8589934592,1030750208,11.999512,670686c1736c6f301f73d667,GitLabs-Test,virtualization.VmwareVirtualMachine,PoweredOn,9576,311,670686b5736c6f301f73d144,172.16.10.21
connected,0.9816207,['172.16.10.103'],test-hbr-v2-worker3a20b030fc,172.19.2.132,Ubuntu Linux (64-bit),Running,17179869184,858783744,4.9987793,670686c1736c6f301f73d633,test-hbr-v2-worker3a20b030fc,virtualization.VmwareVirtualMachine,PoweredOn,4788,47,670686b5736c6f301f73d144,172.16.10.21
connected,0,"['172.16.10.100', '172.16.10.103', '8.8.8.8']",centos-dev-rdp-01,172.16.10.164,CentOS 4/5 or later (64-bit),Running,34359738368,342884352,0.9979248,670686c1736c6f301f73d639,CENTOS-RDP-V19-06-Sirius,virtualization.VmwareVirtualMachine,PoweredOn,2394,0,670686b5736c6f301f73d144,172.16.10.21
connected,0.9816207,['172.16.10.103'],ccp7-k8s-isi-master-gro-bcaccedd47,172.19.2.164,Ubuntu Linux (64-bit),Running,17179869184,858783744,4.9987793,670686c1736c6f301f73d649,ccp7-k8s-isi-master-gro-bcaccedd47,virtualization.VmwareVirtualMachine,PoweredOn,4788,47,670686b5736c6f301f73d144,172.16.10.21
connected,0.9816207,['172.16.10.103'],ccp7-k8s-isi-master-gro-6838bcaf17,172.19.2.163,Ubuntu Linux (64-bit),Running,17179869184,514850816,2.9968262,670686c1736c6f301f73d64b,ccp7-k8s-isi-master-gro-6838bcaf17,virtualization.VmwareVirtualMachine,PoweredOn,4788,47,670686b5736c6f301f73d144,172.16.10.21
connected,0,[],centos-dev-rdp-01,,CentOS 4/5 or later (64-bit),NotRunning,34359738368,0,0,670686c1736c6f301f73d62b,CENTOS-RDP-V19-05-DY,virtualization.VmwareVirtualMachine,PoweredOff,2394,0,670686b5736c6f301f73d144,172.16.10.21
connected,3.9891396,[],,,Red Hat Enterprise Linux 7 (64-bit),NotRunning,34359738368,1373634560,3.9978027,670686c1736c6f301f73d617,Thor Vision,virtualization.VmwareVirtualMachine,PoweredOn,4788,191,670686b5736c6f301f73d144,172.16.10.21
connected,0.9816207,['172.16.10.103'],ccp7-dev-node-group-0f205e4dcc,172.19.2.86,Ubuntu Linux (64-bit),Running,17179869184,686817280,3.9978027,670686c1736c6f301f73d61b,ccp7-dev-node-group-0f205e4dcc,virtualization.VmwareVirtualMachine,PoweredOn,4788,47,670686b5736c6f301f73d144,172.16.10.21
connected,0.24018379,['172.16.10.100'],ccs-rhel7-basic-2,192.168.122.1,Red Hat Enterprise Linux 7 (64-bit),Running,4294967296,213909504,4.9804688,670686c1736c6f301f73d5f5,NDB-RHEL,virtualization.VmwareVirtualMachine,PoweredOn,9576,23,670686b5736c6f301f73d144,172.16.10.21
connected,125.66138,[],,,Red Hat Enterprise Linux 7 (64-bit),NotRunning,3221225472,31457280,0.9765625,670686c1736c6f301f73d5f7,minio-7.1.0,virtualization.VmwareVirtualMachine,PoweredOn,7182,9025,670686b5736c6f301f73d144,172.16.10.21
connected,0.9816207,['172.16.10.103'],ccp7-k8s-masterefe4a3c560,172.19.2.51,Ubuntu Linux (64-bit),Running,8589934592,342884352,3.9916992,670686c1736c6f301f73d5fb,ccp7-k8s-masterefe4a3c560,virtualization.VmwareVirtualMachine,PoweredOn,4788,47,670686b5736c6f301f73d144,172.16.10.21
connected,2.997076,"['172.16.10.100', '172.16.10.103']",gitlabs,172.16.10.132,Ubuntu Linux (64-bit),Running,8589934592,1373634560,15.991211,670686c1736c6f301f73d60f,GitLabs-ISI,virtualization.VmwareVirtualMachine,PoweredOn,9576,287,670686b5736c6f301f73d144,172.16.10.21
connected,0,"['172.16.10.103', '8.8.8.8', '172.20.1.254']",localhost,172.16.10.6,CentOS 4/5 or later (64-bit),Running,3221225472,31457280,0.9765625,670686c1736c6f301f73d5eb,CUCSD_BMA_6.7.4.0,virtualization.VmwareVirtualMachine,PoweredOn,4788,0,670686b5736c6f301f73d144,172.16.10.21
connected,0.96073514,"['172.16.10.103', '8.8.8.8']",centos-dev-rdp-03,172.16.10.157,CentOS 4/5 or later (64-bit),Running,34359738368,342884352,0.9979248,670686c1736c6f301f73d5f1,CENTOS-RDP-V19-KLJ,virtualization.VmwareVirtualMachine,PoweredOn,2394,23,670686b5736c6f301f73d144,172.16.10.21
connected,0,[],,,Microsoft Windows Server 2016 or later (64-bit),NotRunning,8589934592,84934656,0.98876953,670686c0736c6f301f73d5c0,win2016server_kms_test,virtualization.VmwareVirtualMachine,PoweredOn,4788,0,670686b5736c6f301f73d144,172.16.10.21
connected,6.7460318,['172.16.10.103'],turbonomic,172.16.10.3,CentOS 4/5 or later (64-bit),Running,17179869184,1201668096,6.994629,670686c0736c6f301f73d5ca,CWOM-01,virtualization.VmwareVirtualMachine,PoweredOn,9576,646,670686b5736c6f301f73d144,172.16.10.21
connected,0,['172.16.10.100'],localhost.localdomain,172.16.10.137,CentOS 4/5 or later (64-bit),Running,17179869184,170917888,0.99487305,670686c0736c6f301f73d5de,SERVICES-RDP-01,virtualization.VmwareVirtualMachine,PoweredOn,2394,0,670686b5736c6f301f73d144,172.16.10.21
connected,4.6209273,['172.16.10.100'],splunk-hf-01,172.16.10.127,Red Hat Enterprise Linux 7 (64-bit),Running,17179869184,858783744,4.9987793,670686c0736c6f301f73d5b6,Splunk-Syslog-01,virtualization.VmwareVirtualMachine,PoweredOn,19152,885,670686b5736c6f301f73d144,172.16.10.21
connected,1.8118212,['172.16.10.100'],intersight.thor.iws.navy.mil,172.16.10.5,CentOS 4/5 or later (64-bit),Running,34359738368,1030750208,2.999878,670686c0736c6f301f73d5ae,intersight-appliance-1.0.9-499,virtualization.VmwareVirtualMachine,PoweredOn,38304,694,670686b5736c6f301f73d144,172.16.10.21
connected,125.98162,"['172.16.10.100', '8.8.8.0']",DC-Test-Win2016.thor.iws.navy.mil,192.168.5.10,Microsoft Windows Server 2016 or later (64-bit),Running,2147483648,707788800,32.958984,670686c0736c6f301f73d5b4,AMP01,virtualization.VmwareVirtualMachine,PoweredOn,2394,3016,670686b5736c6f301f73d144,172.16.10.21
connected,0.48036757,['172.16.10.100'],AD1.thor.navy.mil,172.16.10.133,Microsoft Windows Server 2012 (64-bit),Running,4294967296,170917888,3.9794922,670686c0736c6f301f73d57e,AD-02,virtualization.VmwareVirtualMachine,PoweredOn,4788,23,670686b5736c6f301f73d144,172.16.10.21
connected,9.873642,"['172.20.1.254', '172.16.10.100', '172.16.10.101']",SpringpathControllerI3I2LN698T,172.16.10.11,Ubuntu Linux (64-bit),Running,51539607552,51539607552,100,670686c0736c6f301f73d584,stCtlVM-WZP23391QQB,virtualization.VmwareVirtualMachine,PoweredOn,19152,1891,670686b5736c6f301f73d144,172.16.10.21
connected,0,['172.16.10.100'],jenkins-docker-01,172.16.10.149,Ubuntu Linux (64-bit),Running,1073741824,53477376,4.9804688,670686c0736c6f301f73d578,jenkins-docker-01,virtualization.VmwareVirtualMachine,PoweredOn,2394,0,670686b5736c6f301f73d144,172.16.10.21
connected,0.24018379,['172.16.10.100'],localhost.localdomain,172.16.10.142,CentOS 4/5 or later (64-bit),Running,17179869184,170917888,0.99487305,670686c0736c6f301f73d56a,CUCSD_6_8_1_0_BP02,virtualization.VmwareVirtualMachine,PoweredOn,9576,23,670686b5736c6f301f73d144,172.16.10.21
connected,2.495823,['172.16.10.100'],localhost.localdomain,172.16.10.136,CentOS 4/5 or later (64-bit),Running,17179869184,1889533952,10.998535,670686c0736c6f301f73d564,CUCSD_6_8_1_0_BP01,virtualization.VmwareVirtualMachine,PoweredOn,9576,239,670686b5736c6f301f73d144,172.16.10.21
connected,14.249165,['172.16.10.100'],splunk-hf-01,172.16.10.126,Red Hat Enterprise Linux 7 (64-bit),Running,17179869184,1201668096,6.994629,670686c0736c6f301f73d56c,Splunk-HF-01,virtualization.VmwareVirtualMachine,PoweredOn,19152,2729,670686b5736c6f301f73d144,172.16.10.21
connected,1.9841269,"['172.16.10.100', '172.16.10.14']",isi-snow-mid,172.16.10.186,Microsoft Windows Server 2016 or later (64-bit),Running,8589934592,342884352,3.9916992,670686c0736c6f301f73d56e,isi-snow-mid,virtualization.VmwareVirtualMachine,PoweredOn,4788,95,670686b5736c6f301f73d144,172.16.10.21
connected,0.7805973,['172.16.10.100'],splunk-sh-01,172.16.10.131,Red Hat Enterprise Linux 7 (64-bit),Running,12884901888,2447376384,18.99414,670686c0736c6f301f73d55a,Splunk-SH-01,virtualization.VmwareVirtualMachine,PoweredOn,76608,598,670686b5736c6f301f73d144,172.16.10.21
connected,0,['172.16.10.100'],splunk-lb-01,172.16.10.114,Red Hat Enterprise Linux 7 (64-bit),Running,4294967296,41943040,0.9765625,670686c0736c6f301f73d55c,Splunk-LB-01,virtualization.VmwareVirtualMachine,PoweredOn,9576,0,670686b5736c6f301f73d144,172.16.10.21
connected,8.873747,['172.16.10.100'],splunk-sh-02,172.16.10.123,Red Hat Enterprise Linux 7 (64-bit),Running,12884901888,6442450944,50,670686c0736c6f301f73d556,Splunk-SH-02,virtualization.VmwareVirtualMachine,PoweredOn,76608,6798,670686b5736c6f301f73d144,172.16.10.21
connected,0.5926274,['172.16.10.100'],splunk-sh-03,172.16.10.139,Red Hat Enterprise Linux 7 (64-bit),Running,12884901888,1803550720,13.9973955,670686c0736c6f301f73d558,Splunk-SH-03,virtualization.VmwareVirtualMachine,PoweredOn,76608,454,670686b5736c6f301f73d144,172.16.10.21
connected,1.8327068,['172.16.10.100'],splunk-ind-03,172.16.10.135,Red Hat Enterprise Linux 7 (64-bit),Running,12884901888,2061500416,15.999349,670686c0736c6f301f73d552,Splunk-Ind-03,virtualization.VmwareVirtualMachine,PoweredOn,57456,1053,670686b5736c6f301f73d144,172.16.10.21
connected,0.95725423,['172.16.10.100'],splunk-mgr-01,172.16.10.115,Red Hat Enterprise Linux 7 (64-bit),Running,12884901888,385875968,2.9947917,670686c0736c6f301f73d554,Splunk-Mgr-01,virtualization.VmwareVirtualMachine,PoweredOn,57456,550,670686b5736c6f301f73d144,172.16.10.21
connected,1.4828738,"['172.16.10.100', '172.16.10.101']",entrust-srv-02.thor.iws.navy.mil,,CentOS 7 (64-bit),Running,4294967296,127926272,2.9785156,670686c0736c6f301f73d54a,entrust-srv-02,virtualization.VmwareVirtualMachine,PoweredOn,4788,71,670686b5736c6f301f73d144,172.16.10.21
connected,1.7073935,['172.16.10.100'],splunk-ind-01,172.16.10.116,Red Hat Enterprise Linux 7 (64-bit),Running,12884901888,3221225472,25,670686c0736c6f301f73d54e,Splunk-Ind-01,virtualization.VmwareVirtualMachine,PoweredOn,57456,981,670686b5736c6f301f73d144,172.16.10.21
connected,1.9162489,['172.16.10.100'],splunk-ind-02,172.16.10.109,Red Hat Enterprise Linux 7 (64-bit),Running,12884901888,2705326080,20.996094,670686c0736c6f301f73d550,Splunk-Ind-02,virtualization.VmwareVirtualMachine,PoweredOn,57456,1101,670686b5736c6f301f73d144,172.16.10.21
connected,2.3322194,"['172.16.10.101', '172.16.10.100', '172.20.1.254']",SecretServer.thor.iws.navy.mil,172.16.10.147,Microsoft Windows Server 2016 or later (64-bit),Running,34359738368,1717567488,4.9987793,670686c0736c6f301f73d53e,SecretServer,virtualization.VmwareVirtualMachine,PoweredOn,14364,335,670686b5736c6f301f73d144,172.16.10.21
connected,0.24018379,"['172.16.10.100', '172.16.10.101']",appd-01.thor.iws.navy.mil,172.16.10.98,Red Hat Enterprise Linux 7 (64-bit),Running,34359738368,342884352,0.9979248,670686c0736c6f301f73d542,APPD-01-PreUpgrade-Clone,virtualization.VmwareVirtualMachine,PoweredOn,9576,23,670686b5736c6f301f73d144,172.16.10.21
connected,0,['172.16.10.100'],jb-rhel-mm,172.16.10.150,Red Hat Enterprise Linux 7 (64-bit),Running,17179869184,170917888,0.99487305,670686c0736c6f301f73d53a,JB-RHEL-MM,virtualization.VmwareVirtualMachine,PoweredOn,19152,0,670686b5736c6f301f73d144,172.16.10.21
connected,0.24018379,"['172.16.10.100', '172.16.10.103']",AppDMetColl.thor.iws.navy.mil,172.16.10.129,Microsoft Windows Server 2016 or later (64-bit),Running,10737418240,106954752,0.99609375,670686c0736c6f301f73d540,AppD Metrics Collector PreUpgrade Clone,virtualization.VmwareVirtualMachine,PoweredOn,9576,23,670686b5736c6f301f73d144,172.16.10.21
connected,0.48036757,"['172.16.10.100', '8.8.8.8']",DESKTOP-JDay01.thor.iws.navy.mil,172.16.10.173,Microsoft Windows 10 (64-bit),Running,2147483648,192937984,8.984375,670686c0736c6f301f73d530,Windows10-rdp-26-John-Day,virtualization.VmwareVirtualMachine,PoweredOn,4788,23,670686b5736c6f301f73d144,172.16.10.21
connected,2.2451963,"['172.16.10.100', '172.16.10.101']",WIN2K16HCON01.thor.iws.navy.mil,172.16.10.240,Microsoft Windows Server 2016 or later (64-bit),Running,17179869184,1030750208,5.999756,670686c0736c6f301f73d536,WIN2K16HCON01,virtualization.VmwareVirtualMachine,PoweredOn,9576,215,670686b5736c6f301f73d144,172.16.10.21
connected,0.24018379,"['172.16.10.100', '172.16.10.101']",WIN2K16EVNT.thor.iws.navy.mil,172.16.10.242,Microsoft Windows Server 2016 or later (64-bit),Running,8589934592,342884352,3.9916992,670686c0736c6f301f73d538,WIN2K16EVNT,virtualization.VmwareVirtualMachine,PoweredOn,9576,23,670686b5736c6f301f73d144,172.16.10.21
connected,0.7414369,"['172.16.10.100', '172.16.10.101']",appd-01.thor.iws.navy.mil,172.16.10.198,Red Hat Enterprise Linux 7 (64-bit),Running,34359738368,342884352,0.9979248,670686c0736c6f301f73d51e,APPD-01-Controller-Prod-STIG-Clone-03172022,virtualization.VmwareVirtualMachine,PoweredOn,9576,71,670686b5736c6f301f73d144,172.16.10.21
connected,1.4828738,"['127.0.0.1', '172.16.10.100']",hx-dev-vcsa.thor.iws.navy.mil,172.16.10.241,Other 3.x Linux (64-bit),Running,10737418240,1073741824,10,670686c0736c6f301f73d526,hx-dev-vcsa.thor.iws.navy.mil,virtualization.VmwareVirtualMachine,PoweredOn,4788,71,670686b5736c6f301f73d144,172.16.10.21
connected,0,['8.8.8.8'],ub13,172.16.10.182,Ubuntu Linux (64-bit),Running,2147483648,84934656,3.9550781,670686c0736c6f301f73d4fa,UB13,virtualization.VmwareVirtualMachine,PoweredOn,4788,0,670686b5736c6f301f73d144,172.16.10.21
connected,1.8744779,"['172.16.10.100', '8.8.8.8']",vlaptop3,172.16.10.124,Ubuntu Linux (64-bit),Running,17179869184,2576351232,14.996338,670686c0736c6f301f73d508,vLaptop_thor v1.1,virtualization.VmwareVirtualMachine,PoweredOn,19152,359,670686b5736c6f301f73d144,172.16.10.21
connected,0.48036757,[],,,Microsoft Windows Server 2016 or later (64-bit),NotRunning,4294967296,41943040,0.9765625,670686c0736c6f301f73d51c,Win05,virtualization.VmwareVirtualMachine,PoweredOn,4788,23,670686b5736c6f301f73d144,172.16.10.21
connected,0.48036757,['127.0.0.1'],ub15,172.16.10.184,Ubuntu Linux (64-bit),Running,2147483648,63963136,2.9785156,670686c0736c6f301f73d4fe,PowerDNS_UB15,virtualization.VmwareVirtualMachine,PoweredOn,4788,23,670686b5736c6f301f73d144,172.16.10.21
connected,1.9632415,"['172.16.10.100', '8.8.8.8']",Win2016Lab3.thor.iws.navy.mil,172.16.10.118,Microsoft Windows Server 2016 or later (64-bit),Running,2147483648,836763648,38.964844,670686c0736c6f301f73d4da,Win2016_Lab_Tools (Windows 2016 Server3),virtualization.VmwareVirtualMachine,PoweredOn,2394,47,670686b5736c6f301f73d144,172.16.10.21
connected,0.9816207,['172.16.10.103'],ccp7-k8s-isi-node-group-a174e77ea2,172.19.2.165,Ubuntu Linux (64-bit),Running,17179869184,342884352,1.9958496,670686c1736c6f301f73d64f,ccp7-k8s-isi-node-group-a174e77ea2,virtualization.VmwareVirtualMachine,PoweredOn,4788,47,670686b5736c6f301f73d146,172.16.10.23
connected,0.9816207,['172.16.10.103'],backupsvr-master-gro-c95fd33836,172.19.2.74,Ubuntu Linux (64-bit),Running,17179869184,514850816,2.9968262,670686c1736c6f301f73d611,backupsvr-master-gro-c95fd33836,virtualization.VmwareVirtualMachine,PoweredOn,4788,47,670686b5736c6f301f73d146,172.16.10.23
connected,0.48036757,['172.16.10.103'],ccp7-k8s-workerc68775f51e,172.19.2.53,Ubuntu Linux (64-bit),Running,8589934592,256901120,2.9907227,670686c1736c6f301f73d601,ccp7-k8s-workerc68775f51e,virtualization.VmwareVirtualMachine,PoweredOn,4788,23,670686b5736c6f301f73d146,172.16.10.23
connected,1.3732247,['127.0.0.53'],livenx,,Ubuntu Linux (64-bit),Running,17179869184,170917888,0.99487305,670686c1736c6f301f73d5f3,CHANGE_IP_livenx-server-custom,virtualization.VmwareVirtualMachine,PoweredOn,19152,263,670686b5736c6f301f73d146,172.16.10.23
connected,0.96073514,"['127.0.0.1', '172.16.10.101']",SFS11,192.168.5.7,Debian GNU/Linux 8 (64-bit),Running,4294967296,127926272,2.9785156,670686c0736c6f301f73d5c6,SFS-01,virtualization.VmwareVirtualMachine,PoweredOn,2394,23,670686b5736c6f301f73d146,172.16.10.23
connected,11.497494,"['172.20.1.254', '172.16.10.100', '172.16.10.101']",SpringpathControllerK8I161KPUN,172.16.10.13,Ubuntu Linux (64-bit),Running,51539607552,51539607552,100,670686c0736c6f301f73d58a,stCtlVM-WZP23400AXG,virtualization.VmwareVirtualMachine,PoweredOn,19152,2202,670686b5736c6f301f73d146,172.16.10.23
connected,0.12009189,"['172.16.10.103', '8.8.8.8']",vlaptop3-v2,172.16.10.237,Red Hat Enterprise Linux 7 (64-bit),Running,17179869184,170917888,0.99487305,670686c0736c6f301f73d52a,vLaptop_thor v2,virtualization.VmwareVirtualMachine,PoweredOn,19152,23,670686b5736c6f301f73d146,172.16.10.23
connected,0.9816207,['172.16.10.103'],ccp7-k8s-harbor-102021-master-gro-ca51056812,172.19.2.149,Ubuntu Linux (64-bit),Running,17179869184,342884352,1.9958496,670686bf736c6f301f73d4b8,ccp7-k8s-harbor-102021-master-gro-ca51056812,virtualization.VmwareVirtualMachine,PoweredOn,4788,47,670686b5736c6f301f73d146,172.16.10.23
connected,0.9816207,"['172.16.10.103', '172.20.1.254']",ccp7-20210906-worker9ea0318dc8,172.19.1.62,Ubuntu Linux (64-bit),Running,8589934592,428867584,4.992676,670686bf736c6f301f73d48f,ccp7-20210906-worker9ea0318dc8,virtualization.VmwareVirtualMachine,PoweredOn,4788,47,670686b5736c6f301f73d146,172.16.10.23
connected,0,[],centos-dev-rdp-01,,CentOS 4/5 or later (64-bit),NotRunning,34359738368,0,0,670686c0736c6f301f73d5e0,CENTOS-RDP-V19-01-Andy,virtualization.VmwareVirtualMachine,PoweredOff,2394,0,670686b5736c6f301f73d146,172.16.10.23
connected,0,[],gitab,,CoreOS Linux (64-bit),NotRunning,8589934592,0,0,670686c1736c6f301f73d665,GitLab-Template,virtualization.VmwareVirtualMachine,PoweredOff,9576,0,670686b5736c6f301f73d146,172.16.10.23
connected,0,[],netbox2,,Ubuntu Linux (64-bit),NotRunning,4294967296,0,0,670686c1736c6f301f73d62f,netbox2,virtualization.VmwareVirtualMachine,PoweredOff,4788,0,670686b5736c6f301f73d146,172.16.10.23
connected,0,[],SMC10,,Debian GNU/Linux 5 (64-bit),NotRunning,68719476736,0,0,670686c0736c6f301f73d5d6,SMC-01,virtualization.VmwareVirtualMachine,PoweredOff,19152,0,670686b5736c6f301f73d146,172.16.10.23
connected,0,[],SFC-01,,Debian GNU/Linux 5 (64-bit),NotRunning,68719476736,0,0,670686c0736c6f301f73d5ba,SFC-01,virtualization.VmwareVirtualMachine,PoweredOff,14364,0,670686b5736c6f301f73d146,172.16.10.23
connected,0,[],fmc-csf,,Other 2.6.x Linux (64-bit),NotRunning,34359738368,0,0,670686c0736c6f301f73d588,FMC-7.2.0-82-mm,virtualization.VmwareVirtualMachine,PoweredOff,9576,0,670686b5736c6f301f73d146,172.16.10.23
connected,0,[],fmc-csf,,Other 2.6.x Linux (64-bit),NotRunning,34359738368,0,0,670686c0736c6f301f73d586,FMC-7.2.0-82,virtualization.VmwareVirtualMachine,PoweredOff,9576,0,670686b5736c6f301f73d146,172.16.10.23
connected,0,[],ise02,,Red Hat Enterprise Linux 7 (64-bit),NotRunning,34359738368,0,0,670686c0736c6f301f73d576,ISE02-LUSV-Testing,virtualization.VmwareVirtualMachine,PoweredOff,38304,0,670686b5736c6f301f73d146,172.16.10.23
connected,0,[],ise01,,Red Hat Enterprise Linux 7 (64-bit),NotRunning,34359738368,0,0,670686c0736c6f301f73d574,ISE01-LUSV-Testing,virtualization.VmwareVirtualMachine,PoweredOff,38304,0,670686b5736c6f301f73d146,172.16.10.23
connected,0,[],powerdns,,Ubuntu Linux (64-bit),NotRunning,2147483648,0,0,670686c0736c6f301f73d55e,PowerDNS BAckup02092022,virtualization.VmwareVirtualMachine,PoweredOff,4788,0,670686b5736c6f301f73d146,172.16.10.23
connected,0,[],ub15,,Ubuntu Linux (64-bit),NotRunning,2147483648,0,0,670686c0736c6f301f73d512,UB15,virtualization.VmwareVirtualMachine,PoweredOff,4788,0,670686b5736c6f301f73d146,172.16.10.23
disconnected,0,[],VDI-UAG-01,,Other 3.x Linux (64-bit),NotRunning,4294967296,0,0,670686c0736c6f301f73d4dc,VDI-UAG-01,virtualization.VmwareVirtualMachine,PoweredOff,4388,0,670686b5736c6f301f73d14a,172.20.1.101
